Team name,Profile team,Wiki URL,Region,Country,Track,Kind,Section,Application,Year,Title,Abstract,Members
KU_Leuven,https://old.igem.org/Team.cgi?team_id=3807,https://2021.igem.org/Team:KU_Leuven,Europe,Belgium,Foundational Advance,Collegiate,over,Accepted,2021,Development of a continuous directed evolution platform for in vitro-cultured plant cells,"Targeted continuous evolution, using a platform based on CRSIPR-Cas-based nickase and error-prone DNA polymerase (a.k.a. EvolvR), is a powerful approach to rapidly evolve specific phenotypes with minimal user intervention. By establishing this method in planta, we seek to accelerate the evolution of needed plant phenotypes such as (a)biotic stress tolerance. EvolvR, targeted to a gene of interest by a specific guide RNA, continuously diversify the underlying DNA, with cells constantly under selection for improved variants. We have confirmed the efficiency of the approach in E. coli, validated it in a plant-based cell-free system and confirmed its functionality in Tobacco BY-2 cell culture. We have also established mathematical approaches to model and optimize the selection regimens to maximize the efficiency of the pipeline. Our in silico, in vitro and in vivo results further demonstrate the potential of EvolvR to plant biotechnology improving crops and developing new plant-based applications.  ","['Vitor Pinheiro', 'Filip Rolland', 'Thomas B. Jacobs', 'Victor Top', 'Santiago Chaillou', 'Shamal Withanage', 'Jérôme Rihon', 'Anthony Vorias', 'Sarah Vorsselmans', 'Sybren De Boever', 'Marike Dewulf', 'Fopke Marain', 'Dries Oome', 'Laurens Van Keerberghen', 'Aparna Nittur Venkatesh', 'Viktoriia Belousova', 'Ismaël Bawah', 'Illya Kovaliv', 'Rosa-Maria Määttälä', 'Michiel De Coster', 'Saphyra Thonon', 'Abanish Roy', 'Robert Madigan']"
Kyoto,https://old.igem.org/Team.cgi?team_id=3815,https://2021.igem.org/Team:Kyoto,Asia,Japan,Environment,Collegiate,under,Accepted,2021,FLOWEREVER　-A colorful palette of approaches for sustaining flower life-,"Since time immemorial, flowers have been providing us with comfort and beauty on occasions ranging from mourning to celebration. While cut flowers are in high demand, they are ultimately treated as disposable products leading to large amounts of pre- and post-consumer waste. To make this intimate and essential relationship sustainable, iGEM Kyoto proposes a colorful palette of measures for each process from flower production to consumption. Our discussions with stakeholders revealed that many flowers are lost to insects or diseases. Accordingly, we attempted to kill pests with RNAi, and developed a virus detection device based on RT-LAMP and CRISPR-Cas12a. Alternative to chemicals, we suggest dsRNA and peptides to delay flower wilting. Notably, for more efficient syntheses of these eco-friendly materials, we proposed a system using asymmetric plasmid partitioning. Although fragility and mortality may add to a flower's beauty, an extended life span will allow them to be enjoyed by many.  ","['Makoto Kitabatake', 'Knut Woltjen', '', 'Rikuto Fukushima', 'Yutaro Ikeda', 'Yuto Ueda', 'Ryotaro Hirota', 'Chisato NISHIZAWA', 'Kaho Tanaka', 'Nao Tajima', 'Saki Kawakami', 'Taiyo Hayashi', 'Momoko Hayashida', 'Hiroto Koga', 'Yuki Kobayashi', 'Shiotsu Koudai', 'Kento Tamukai', 'Alexander Liu', 'Chihiro Goya', 'Ayumi Morita', 'Kazuyoshi Nakaji', 'Kaho Maeta', 'Hibiki Tamura', 'Ryusei Hayamatsu', 'Masaaki Shimazoe']"
Lambert_GA,https://old.igem.org/Team.cgi?team_id=3725,https://2021.igem.org/Team:Lambert_GA,North America,United States,High School,High School,hs,Accepted,2021,AgroSENSE,"Hydroponics is a compact modular form of agriculture that addresses food insecurity by producing nutrient-dense, high-yield crops. However, maintaining small-scale systems introduces nutrient fluctuations thus declining plant health, impeding the implementation of hydroponics in urban communities. To combat these barriers and increase the frequency of hydroponics use, AgroSENSE provides an accurate and efficient method of nutrient monitoring and pathogen detection, while simultaneously addressing United Nations Sustainable Development Goals. We utilize our phosphate and nitrate biosensors and Fusarium and Phytophthora toehold switches in conjunction with our frugal plate reader for fluorescence quantification. To safely distribute our biosensors, we developed a frugal lyophilizer to freeze-dry cell-free lysates and bacterial samples. We collaborated with the Georgia Department of Agriculture on a regulatory proposal for agricultural biosensors to address biosecurity gaps and led community-centered synthetic biology educational outreach programs. AgroSENSE allows hydroponics users to proactively adjust system maintenance, ultimately increasing harvest yields and sustainability. ","['Janet Standeven', 'Brittney Denier Cantrell', '', 'Melanie Kim', 'Min Suh Cho', 'Sachintha Ashok', 'Kathy Ye', 'Saif Khan', 'Sahana Narayanan', 'Regina Ooms', 'Manasvi Gupta', 'Hannah Noh', 'Neha Lingam', 'Zoya Mir ', 'Aditya Prabhakar', 'Madhav Gulati', 'Alice Hou', 'Michelle Jing', 'Varun Sendilraj', 'Edgar Robitaille', 'Pranav Kanthala', 'Andrew Bae', 'Stan Lee', 'Samhitha Yeleti', 'Aryan Singh', 'Richard Jiang', 'Hari Skandh Mudigonda', 'Jenny Nah ', 'Sishnukeshav Balamurali', 'Vineeth Sendilraj', 'Shivaek Venkateswaran']"
Leiden,https://old.igem.org/Team.cgi?team_id=3962,https://2021.igem.org/Team:Leiden,Europe,Netherlands,Foundational Advance,Collegiate,over,Accepted,2021,DOPL LOCK - unlock the potential of GMOs,"A major challenge in synthetic biology is the containment of genetically modified organisms (GMOs) outside of the laboratory. This includes restraining the physical spread of the organism and transfer of synthetic genes, via horizontal gene transfer (HGT). This challenge remains as regulatory bodies require sound evidence on the safety of GMOs which is difficult due to the lack of knowledge upon release. Additionally, the absence of risks is not necessarily a definitive proof of safety. Therefore, industry is unwilling to invest and scientists only rarely get permission to gather large-scale data. Here, DOPL LOCK can make the difference: we propose a mutually dependent double plasmid lock which will minimize HGT and the spread of GMOs. Our goal is to provide an open-source, standardised, modular and widely applicable Safe-by-Design biocontainment system of GMOs in non-contained applications. With DOPL LOCK, we aim to drive bio-safety innovations, accelerating the field of synthetic biology. ","['Dennis Claessen', 'Han de Winde', 'Maarten Lubbers', 'Floor Stel', 'Jonah Anderson', 'Marjolein Crooijmans', 'Tijn Delzenne ', 'Aukje Beers', 'Quint van Loosen', 'Giovi Duivenvoorden', 'Lisa Kleinjan', 'Bas van Woudenberg', 'Iris Noordermeer', 'Bo Berghuis', 'Siheng Li', 'Chanel Naar', 'Jetse van Os', 'Hoda Ekhlasi', 'Ehsan Razaghi Siahroudi', 'Pieter Schol', 'Igor van der Meulen', 'Sebastiaan Ketelaar']"
Lethbridge,https://old.igem.org/Team.cgi?team_id=3738,https://2021.igem.org/Team:Lethbridge,North America,Canada,Environment,Collegiate,under,Accepted,2021,-- Not provided yet --,-- No abstract provided yet -- ,"['Angeliki Pantazi', '', '', 'Emily Hagens', 'Rebecca Ha ', 'Mark Lea', 'Reece Martin', 'Seanna Goeseels', 'Elisha Wong', 'Aum Patel', 'Rowan Fehr', 'Fabian Rohden', 'Marcel Ezra Michailides']"
Lethbridge_HS,https://old.igem.org/Team.cgi?team_id=3907,https://2021.igem.org/Team:Lethbridge_HS,North America,Canada,High School,High School,hs,Accepted,2021,Knaptime is Over,"Our project is an RNAi-based herbicide targeting the invasive plant species, Centaurea stoebe, more commonly known as spotted knapweed. This project was inspired by the 2017 Kenow wildfire’s devastating aftermath in Waterton  National Park. The fire created the ideal environment for spotted knapweed to exponentially spread, limiting the resources for native plant species. Biological controls, manual removal, and chemical treatments are presently utilized to combat the infestation. However, these methods can be costly, time consuming or risk affecting local native species. Our project avoids these drawbacks. The bioengineered RNAi system would be delivered to specifically eliminate spotted knapweed by targeting a unique sequence in the Clp protease gene of the plant’s chloroplast genome. We are using a new “one-pot” method for siRNA production and will first test our product on Arabidopsis thaliana. Knaptime is Over will help to preserve the world’s biological diversity and test a new siRNA production method. ","['Laura Keffer-Wilkes', '', '', 'Linda He', 'Xinhong Li', 'Morteza Faraji', 'Marissa Wong', 'Amanda Dang ', 'Madison Bronk', 'Harmony Morris', 'Shayaan Hossain', 'Sophia Bird', 'Aubrey Nilsson ', 'Samreet Mutti ', 'Steven Yang', 'Amber Quo', 'Raiyana Shams', 'Jessica Semmelrock', 'Marcel Ezra Michailides']"
Linkoping_Sweden,https://old.igem.org/Team.cgi?team_id=3892,https://2021.igem.org/Team:Linkoping_Sweden,Europe,Sweden,Environment,Collegiate,over,Accepted,2021,CyaSalt - A novel synthetic biology solution to the global freshwater crisis,"The world population is consistently growing and integrated agriculture is expanding consequently. As a result, the global need for freshwater is greater than ever and it continues to increase. Accordingly, the world is facing a freshwater crisis that is vastly affecting the agricultural industry in all parts of the world. CyaSalt is an innovative approach to solve this crisis. The aim of the project is to desalinate seawater in an environmentally friendly way using modified phototrophic organisms. These organisms will utilize sunlight to activate the inward-directed chloride pump, Halorhodopsin, that imports chloride ions. Sodium ions will enter via the ion channel MscL. Thereafter, the modified organisms are separated from the desalinated water by a cellulose filter. The organisms bind to the filter via a carbohydrate-binding domain on their surfaces, resulting in desalinated water free from modified bacteria. Hence, CyaSalt provides a sustainable and economically accessible freshwater source for agricultural use.  ","['Per Hammarstrom', 'Lars-Goran Martensson', '', 'Alexandra Iversen', 'Denisse Marginean', 'Lisa-Marie Gaul', 'Peter Hedeta', 'Aleksandra Zielinska', 'Lucas Lettner', 'Alexandra Lorenz', 'Tove Tyborn', 'Riikka Lipsanen', 'Jonathan Adler', 'Ewelina Bladh', 'Weihai He', 'Oliver Hild Walett']"
LINKS_China,https://old.igem.org/Team.cgi?team_id=4011,https://2021.igem.org/Team:LINKS_China,Asia,China,High School,Commercial,hs,Accepted,2021,"NeoLeathic Age — Revolutionary Leather Substitute from Kombucha, Spider-silk, and Natural Dyes","The booming of the fashion industry has led to rising demand for leather. However, current industrial leather production causes environmental and ethical problems such as water pollution and animal cruelty. LINKS_China 2021 aims to create a sustainable and humane leather substitute using bacterial cellulose (BC) produced by co-culturing Komagataeibacter with Saccharomyces cerevisiae. By engineering S. cerevisiae, we induced transgenic expression of artificial spider-silk proteins fused with cellulose-binding matrixes, which increases the tensile strength and flexibility of BC membrane upon binding. Additionally, we enabled our engineered S. cerevisiae to synthesize ethyl acetate, giving our membrane a fruity fragrance. To endow our leather with more fashionable features, we used engineered Escherichia coli to synthesize different di-halogenated indigoid dyes for coloration. We expect our novel leather to be a transformative product that will continue the prosperity of fashion industry through a more humane and environmentally friendly technology. ","['Boxiang Wang', 'Qing Liang', 'Qidang Ye', 'Wang Tianxiang', 'Sha Zhou', 'Jun Yu', 'Aaron Zhexuan Zhang', 'Siqin Zhang ', 'Peng Chen', 'Yiyun Wu', 'Ziteng Feng', 'Xiaochong Ma', 'Zixiang Zhou', 'Ruoxi Wu', 'Peijia Lai', 'LiuShuhan Josie', 'Dai Song', 'Lede  Zhang', 'Xue Jingyun', 'Jiang Yuze', 'Jiayi Wu', 'Suiran Cai', 'Kaitlin Liu', 'Jianxi Zhu', 'Mei Lun Madeleine Wu', 'Yawen Liao', 'Stacey Yinhan Zhao', 'Zhengfeng Liu', 'Shangyi Zhu']"
LMSU,https://old.igem.org/Team.cgi?team_id=4044,https://2021.igem.org/Team:LMSU,Europe,Russian Federation,Food &amp; Nutrition,Collegiate,under,Accepted,2021,ASCEND,"The question of food supply for the long-distance flights remains still unsolved. Moreover, onboard food production must meet restricted requirements due to the curtailed resources on the spacecraft. Сyanobacteria Arthrospira platens is a perfect candidate in this case. However, it is tasteless. A long-term ASCEND project is aimed to introduce Arthrospira platensis engineered to produce any genes of interest, and flavours in particular, as a new chassis for the synthetic biology community. We have designed and tested a special optogenetic system, which will facilitate switching between different products and help optimize growth and production conditions. Blue light induces anchoring of BcLOV4 protein in the plasma membrane and maintains culture growth, whereas far-red light induces the production of genes of interests by activating the BphP1 light-sensitive protein and forcing it to inactivate QPAS1-Gal4 repressor.  This year genetic constructions were trialed in E.coli with YFP as a test gene. ","['Alexey Shaytan', '', 'Petr Zaytsev', 'Lidia Bobrovnikova', 'Anton Agapov', 'Илья Рубинштейн', 'Kalinichenko Andrei', 'Tamara Loseva', 'Alexandr Modestov', 'Anastasiia Novitskaia', 'Araslanova Karina', 'Veronika Katrukha', 'Stetoi Artem', 'Ivan Kozin', 'Alexei Sheshukov', 'Mikhail Polkovnichenko', 'Elena Krasilnikova']"
Lubbock_TTU,https://old.igem.org/Team.cgi?team_id=4025,https://2021.igem.org/Team:Lubbock_TTU,North America,United States,Environment,Collegiate,under,Accepted,2021,ChiSPY: a Chitin-Sensing Pathway for the novel detection of chytridiomycosis in amphibians,"The global chytridiomycosis pandemic caused by fungi, Batrachochytrium dendrobatidis (Bd) and Batrachochytrium salmandoris (Bsal), is responsible for the decline and extinction of many amphibian species. Standard in-field detection methods such as MicPCR and MinION sequence internal transcribed spacer regions from swabs of epithelial cells to indicate the presence of fungal zoospores. However, these methods are expensive, time-consuming, and result in varying infection intensity across Bd strains. To address these concerns, we developed a microbial biosensor by engineering E. coli to express the chitin-activated V. cholerae one-component system coupled with a GFP reporter. Diverging from traditional detection methods that indicate zoospore presence, chitin in the cell walls of fungal zoosporangia will serve as the biomarker to indicate infection. This novel biosensor will provide field ecologists with an accessible alternative method to conduct preliminary site testing.   ","['Michael San Francisco', '', 'Brandon Palomo', 'Manini Penikalapati', 'Lauren Escobedo', 'Annie Woh', 'Paula M. Garcia', 'Rigoberto Hernandez', 'Sylvia Hernandez', 'Christian Fell']"
Lund,https://old.igem.org/Team.cgi?team_id=3955,https://2021.igem.org/Team:Lund,Europe,Sweden,Therapeutics,Collegiate,over,Accepted,2021,Inhibiting curli formation via genetically engineered probiotics as a preventative remedy against amyloidogenic neurodegenerative diseases,"Amyloidogenic neurodegenerative diseases, such as Alzheimer’s and Parkinson’s, are expected to increase as life expectancy rises. Recent studies in rodents, correlated curli biofilms in the gut, and plaque buildup in the brain. To prevent neurodegenerative diseases, we aimed to express potential curli inhibitors via a probiotic chassi, Limosilactobacillus reuteri, and investigate the impact of the inhibitors in the presence of curli-producing bacteria. We applied gibson assembly and restriction enzyme cloning to attempt to insert our inhibitor genes into an L. reuteri expression vector. However, most likely due to our chosen selection marker, transformations were unsuccessful. During the last weeks, we successfully inserted one construct into pET11a, yet with an inconclusive expression assay. Our conclusion is that further studies of curli inhibition is required, preferably choosing a more suitable vector and chassi for expression. The connection between curli formation in the gut and amyloids in the brain also requires further investigation. ","['Johan Bonde', '', '', 'Elli Andersson', 'Melina Claesson Stern', 'Mattias Akke', 'Wing Tung Lo', 'Lennart Küssner', 'Isabel Katharina Erb', 'Elin Stemme', 'Anton Lindberg', 'Sidharth Jaya Sankar', 'Jorge Amorrortu Gallo', 'Ziyi Li', 'Nídia Fernandez Ros', 'Jacob Miefalk', 'Cajsa Thulin', 'Anna Barjuan Grau', 'Camilla Lane']"
LZU-CHINA,https://old.igem.org/Team.cgi?team_id=3760,https://2021.igem.org/Team:LZU-CHINA,Asia,China,Therapeutics,Collegiate,under,Accepted,2021,Development of CRISPR-Cas13d as a SARS-CoV-2 antiviral Strategy by targeting ACE2,"Currently, the world is still faced with the COVID-19 pandemic caused by novel coronavirus(SARS-CoV-2) which urgently requires flexible and targeted protection measures. The spike protein on its surface binds to receptors called ACE2 and then enters the cell through endocytosis. Inhibiting the expression level of ACE2 is considered to be an effective treatment for COVID-19. CRISPR-Cas13d is an RNA-guided ribonuclease that targets ssRNA. The design of gRNA does not need to consider specific adjacent motif. We select human embryonic kidney cells (HEK293T) to establish ACE2 stable transfection lines and lentivirus with novel coronavirus spike protein is used as pseudovirus. Through bioinformatics screening of crRNA pool for ACE2 conserved sequence, the lentivirus /CRISPR-Cas13d system was constructed. The system is designed to knock down the mRNA of ACE2 in cells, which leads to a decrease of ACE2 on cell surface. Thus, entry of the pseudovirus into cells is inhibited.   ","['Li Xiangkai', 'YiQing Wang', 'Tuoyu Zhou', 'Kun Zhu', 'Ha Buer', 'Ziao Gan', 'Cuiyan Yang', 'Furong Wang', 'Jinghan Chen', 'Tianjin Liu', 'Jingyuan Wu', 'Chen Liangsong', 'Tianyi Wang', 'Jiahui Liu', 'Yunhao Zhao', 'Bowen Zhou', 'Teng Li', 'Zhu Zhanwu', 'Jinrong Liu']"
LZU-HS-CHINA,https://old.igem.org/Team.cgi?team_id=3986,https://2021.igem.org/Team:LZU-HS-CHINA,Asia,China,High School,Commercial,hs,Accepted,2021,NANO'S Eagerness(Nano-Se),"Selenium is an essential element of human body. It plays a role to maintain body health, boost immunity, resist cancer, poisoning heavy metal and oxidation.  However, Se is in deficiency in large areas, which has caused health problems among more than 1.1 billion people. The lack and the excess of this element both cause health problems. The existing preparation methods of Se are unstable and not safe enough. Thus, micro-biosynthesis of SeNPs, which is easy to absorb, is a way to use this mineral efficiently and safely. In our study, the new found selenite reductive SerV01 expressed in Staphylococcus aureus LZ-01 can convert Se (IV) to SeNPs, which has the potential to be used as a booster for the production of selenium supplements. ","['liu jinrong', '', 'Jinrong Liu', 'Gaolin Liu', 'Dong Yu', 'Yikai Yang', 'Yuqi Su', 'Zecheng Shen', 'TENGGE WANG', 'Jinmei Wei']"
MADRID_UCM,https://old.igem.org/Team.cgi?team_id=3726,https://2021.igem.org/Team:MADRID_UCM,Europe,Spain,Manufacturing,Collegiate,under,Accepted,2021,4C_Fuels: Cyanobacterial Cyclic Carbon Capture (for sustainable bioFuel production),"We will use cyanobacteria as living catalysts for light-driven direct carbon dioxide conversion to valuable products, upgrading the conventional biomass-based biorefineries.  To do so, we will engineer the newly discovered Synechococcus PCC11801. A robust fast-growing cyanobacteria for direct sun to chemicals production. Our goal is to test the potential of photosynthetical chemical manufacturing producing n-butanol; an ideal biofuel and comodity chemical.  We are implementing an artificial n-butanol biosynthetic pathway, an synthetic pathway for enhanced carbon fixation towards acetyl-CoA as central metabollite and genetic modifications for enhanced solvent tolerance. In addition we will explore cyanobacterial encapsulation in nano-structured biohybrid materials, while performing an insight into the requirements for the industrial scale-up of photobiocatalytic technology.  Likewise, we will develop tools for easing cyanobacteria genetic engineering. We will develop a software for neutral integration sites identification. Also a recombination-based system for the easy generation of unmarked mutants will be developed. ","['Mercedes Echaide', '', 'Alvaro Gomez Luengo', 'Jorge Fernandez Mendez', 'Lucia Tapia', 'Alba Garay Álvarez', 'Celia_Martin _Morales', 'Claudia Eiroa Jerez', 'Blanca Zaragoza', 'Santiago Barragán Ariza', 'Antonio Agudo Esperanza']"
Manchester,https://old.igem.org/Team.cgi?team_id=3710,https://2021.igem.org/Team:Manchester,Europe,United Kingdom,Therapeutics,Collegiate,under,Accepted,2021,UriGel: Fighting Catheter Acquired Urinary Tract Infections With Engineered Bacteria,"Catheterization is required in many hospital patients, and long-term catheterization leads to catheter-associated urinary tract infections (CAUTIs) in most patients. Talks with doctors identified there was no system in place to effectively prevent CAUTIs. To address this issue, we designed a hydrogel coating containing engineered bacteria which would sense pathogens and secrete biofilm degrading enzymes, secrete inhibitors of virulent enzymes, express a binding domain to attach to the hydrogel and depend on the urinary tract environment for survival (kill switch). Mathematical modelling of our hydrogel found that our secreted products would efficiently diffuse through the hydrogel. We created a model for our antibiofilm mechanism that can be used by future teams with similar mechanisms. Molecular docking modelling identified a candidate virulent enzyme inhibitor. Finally, a urea- and a sarcosine-responsive promoter were characterised to validate our kill switch mechanism. Overall, we have successfully designed a potential solution to CAUTIs. ","['Eriko Takano', 'Rainer Breitling', '', 'Atharva Torne', 'Rebecca Crossley ', 'Sandra Lizeth Martinez Diaz', 'Thomas Pugh', 'Selin Ibrahimov', 'Yiming Xu', 'Hanna Szajn ', 'Sara Knurowska', 'Matthew Lee', 'Luke Roche', 'Zain Asif', 'Keana de Zoysa', 'Katherine Baker', 'Francesco Del Carratore', 'Erik Hanko', 'Rosie Brady']"
Marburg,https://old.igem.org/Team.cgi?team_id=3758,https://2021.igem.org/Team:Marburg,Europe,Germany,Foundational Advance,Collegiate,over,Accepted,2021,OpenPlast - Establishing cell-free systems from chloroplasts as rapid prototyping platforms for plant SynBio,"Climate change is threatening many of the crops we rely on. To ensure stable food supply, engineered crops will play a major role in our future agriculture, but crop development currently takes about a decade.  In our project OpenPlast, we develop cell free systems (CFS) from chloroplasts of different plants, including various crops. Showing that they can be employed as prototyping platforms to characterize genetic constructs, these systems drastically reduce testing times. We use a machine learning guided approach to optimize reaction mixture composition and create a collection of GoldenGate based chloroplast parts to be characterized in our CFS. This toolbox includes regulatory elements for chloroplasts of plants so far heavily underrepresented in the registry. After successful chloroplast transformation, we want to show that data generated in our systems is comparable to in vivo data, proving that our systems can efficiently be used as prototyping platforms for plant SynBio. ","['Henrike Niederholtmeyer', 'Lars Matthias Voll', '', 'Rene Inckemann', 'Jonas Freudigmann', 'Sara Gilles', 'Michael Burgis', 'Cedric Kilian Brinkmann', 'Erik Christopher Bender', 'Yasoo Morimoto', 'Laura Andreas', 'Finn Wieland', 'Jessica Baumann', 'Amon Becher', 'Tristan Krause', 'Katarzyna Lipinska', 'Tamina Zoe Kirsch', 'Pia Buchholz', 'Clemens Boehm', 'Nadja Keil', 'Sandra Clemens', 'Victoria Sajtovich', 'Tanguy Chotel', 'Amir Pandi', 'Jan Lukas Krüsemann', 'Hinrik Plaggenborg', 'Lars Bröker', 'Vinca Seiler', 'Auksė Gaižauskaitė']"
McMaster,https://old.igem.org/Team.cgi?team_id=4010,https://2021.igem.org/Team:McMaster,North America,Canada,Therapeutics,Collegiate,under,Accepted,2021,Genetically Modified Bacteria for Targeted Elimination of Adherent-invasive Escherichia coli in Inflammatory Bowel Disease,"Inflammatory bowel disease (IBD) is a group of immune-related diseases, characterized by chronic inflammation and severe tissue damages in the human gastrointestinal tract. Therapeutics developed using synthetic biology methods showed some efficacy in laboratory studies but failed to produce clinically relevant results. In this project, we performed a comprehensive literature review of recent advancements in the field and we proposed the use of bacteriocin to target the pathogenic bacteria adherent-invasive Escherichia coli (AIEC), which are closely involved in the development of IBD. We constructed a genetic circuit that can simultaneously detect the inflammation marker nitric oxide, and a pathogen-specific quorum sensing factor named autoinducer-3. Upon activation, the genetic circuit expresses colicin E1 and E9, two bacteriocins that can selectively eliminate the AIEC. We designed detailed experimental workflows for circuit construction through Gibson assembly and for functional verification. A mathematical model was also established to predict the outcomes of our design. ","['Zeinab Hosseinidoust', '', '', 'Yu Yan', 'Kian Yousefi Kousha', 'Ayesha Umair', 'Marvin Yan', 'Yi Yang Fei', 'Ethan Tran', 'Misaal Mehboob', 'Cindy Zhang', 'Aiman Dhiloon', 'Binjal Pradhan', 'Parvathy Unnikrishnan', 'Maia Poon', 'Agatha Jawor', 'Lydia Hodgins', 'Jessica Xing', 'Jessica Wang', 'Archan Dave', 'Dana Kukje Zada', 'Katherine Chen', 'Shumaim Barooj', 'Matin Borhani', 'Kyle Jackson']"
MEPhI,https://old.igem.org/Team.cgi?team_id=4049,https://2021.igem.org/Team:MEPhI,Europe,Russian Federation,Therapeutics,Collegiate,over,Accepted,2021,MISS - Microbiomic Space Suit: Synthetic Human Microbiota to Stimulate Radioprotection to Ionizing Radiation,"Project MISS is aimed to create a Microbiomic Space Suit protecting cosmonauts, astronauts, and taikonauts from aggressive radiation during their long-term missions. Microbial communities cover the human body and form a biological suit that helps humans to perform various vital functions. The project aims to populate human’s natural “suit” with gene-modified bacteria synthesizing radioprotective proteins. New microbiota will pave a way for further space exploration plans including human settlements on the Moon or an expedition to Mars. We will modify Human bacteria using silicon nanoparticles with absorbed genetic material. Inserted genes will motivate bacteria for secreting radioprotectors packed in Outer Membrane Vesicles (OMVs) capable of fusing with human cells.  The bacterial communities developed within this project will be the first synthetic human microbiota engineered to perform specific functions in its natural epitopes.    ","['Dmitry V. Sosin', 'Ilya Klabukov', 'Denis Baranovskii', '', 'Olesya Galanova', 'Anastasia Nikolaeva', 'Alina Levushkina', 'Aleksei Kanashtarov', 'Lena Goryunova', 'Mamedov Anton', 'Ivan Pavlenko', 'Smirnova Alena', 'Shatalova Rimma ', 'Bertha Yliana Valdez Fernandez', 'Ayat Rakhimzhanov', 'Ксения Кравченко-Рапацкая ', 'Sergey Sysoev', 'Maxim Bokov', 'Vasiliy Stepanenko']"
Metro_Shanghai,https://old.igem.org/Team.cgi?team_id=4097,https://2021.igem.org/Team:Metro_Shanghai,Asia,China,High School,Commercial,hs,Withdrawn,2021,-- Not provided yet --,-- No abstract provided yet -- ,"['ZHU KE', '', 'Xiaoyan Wei', 'Lu Xin', 'Nixue Song', 'Yangyang Kong', 'Jiang Yuqi', 'WONG HAK KEI', 'Li Jiali', 'Wang Hanyu', 'Chu Shu', 'Jin Ying', 'Zhang Shichun', 'Qiu Zihao', 'Wang Zeping', 'Xia Yingzhe', 'Luo Zixiao', 'wu qian', 'Huang Jingya', 'Wei, Siyang', 'Jing Yifan', 'Jerry Liu']"
MiamiU_OH,https://old.igem.org/Team.cgi?team_id=4047,https://2021.igem.org/Team:MiamiU_OH,North America,United States,Food &amp; Nutrition,Collegiate,under,Accepted,2021,CROP: Creating RuBP Optimized Photosynthesis,"Global agricultural productivity is projected to not meet the needs of increasing populations developing higher standards of living. On a cellular level, crop yield is limited by the inefficiency of photosynthesis. Our project aims to improve this efficiency by implementing an alternative RuBP regeneration portion of the Calvin-Benson-Bassham (CBB) cycle. Two alternative pathways, which use enzymes from other reactions that act on common metabolites used in the CBB cycle, were explored first via computational modeling. Impacts on growth and reaction fluxes in silico assessed the validity of these pathways in creating a more robust photosynthetic cycle. One of these pathways which overexpresses the native enzyme transaldolase, was also assessed in vivo. Ultimately, we showed the validity of two alternative pathways in allowing a more efficient regeneration stage of the CBB Cycle. These pathways could eventually be implemented into higher plants to allow more robust cycling and therefore higher crop yield. ","['Xin Wang', 'Luis Actis', 'Zhenxiong Jiang', 'Hope Kirby', 'Avery Imes', 'Camaryn Bennett', 'Kyle Lierer', 'An Nguyen', 'Daria Perminova', 'Tra Yen Nhu Phan', 'Nicholas Nocevski', 'Mackenzie Britton', 'Rhonda Krehbiel', 'Maxwell Brenner', 'Cameron Headlee']"
Michigan,https://old.igem.org/Team.cgi?team_id=4037,https://2021.igem.org/Team:Michigan,North America,United States,Therapeutics,Collegiate,under,Accepted,2021,Investigating the Versatility of Encapsulin Protein Nanocompartments for Drug Delivery,"Encapsulins (Encs) are a class of proteins that self-assemble and envelope other functional “cargo” proteins when co-expressed. Encs are relatively simple protein shells, yet they are stable and can carry robust cargo. We believe this represents an opportunity for novel drug delivery. In this work, we investigate the intake of assembled Encs by living eukaryotic cells and whether the Enc containers can be disassembled by protein-degradation enzymes native to the targeted organism. Brewer’s yeast (S. cerevisiae) was selected as the proof-of-concept organism for this project, and mNeon green was chosen as the model Enc cargo. We are cloning bacteria that will produce Enc shells with yeast mating pheromone tags displayed on their surfaces. The tags will encourage the yeast to endocytose the disguised Encs into the cell from the environment. Success will be measured by using fluorescence imaging to confirm the presence of assembled mNeon green-bearing shells within live cells.  ","['Marc Ammerlaan', 'Anuj Kumar', '', '', 'Shiyuan Gong', 'Elizabeth Snider', 'Amogh Angadi', 'Carolyn Glasser', 'Tejal Mahajan', 'Fiona Li', 'George Rabadi', 'Alec Eames', 'Bonnie Spence', 'Preeti Raj', 'Adam Tisch', 'John Yin', 'Anya Young', 'Ethan Hillman']"
